"Crime","State/UT","Year","Count"
"Murder","A&N Islands","2001",0
"Murder","Andhra Pradesh","2001",45
"Murder","Arunachal Pradesh","2001",0
"Murder","Assam","2001",0
"Murder","Bihar","2001",28
"Murder","Chandigarh","2001",0
"Murder","Chhattisgarh","2001",8
"Murder","D&N Haveli","2001",0
"Murder","Daman & Diu","2001",0
"Murder","Delhi UT","2001",0
"Murder","Goa","2001",0
"Murder","Gujarat","2001",17
"Murder","Haryana","2001",7
"Murder","Himachal Pradesh","2001",1
"Murder","Jammu & Kashmir","2001",1
"Murder","Jharkhand","2001",6
"Murder","Karnataka","2001",22
"Murder","Kerala","2001",5
"Murder","Lakshadweep","2001",0
"Murder","Madhya Pradesh","2001",72
"Murder","Maharashtra","2001",14
"Murder","Manipur","2001",0
"Murder","Meghalaya","2001",0
"Murder","Mizoram","2001",0
"Murder","Nagaland","2001",1
"Murder","Odisha","2001",9
"Murder","Puducherry","2001",0
"Murder","Punjab","2001",5
"Murder","Rajasthan","2001",51
"Murder","Sikkim","2001",0
"Murder","Tamil Nadu","2001",38
"Murder","Tripura","2001",0
"Murder","Uttar Pradesh","2001",423
"Murder","Uttarakhand","2001",10
"Murder","West Bengal","2001",0
"Other Crimes Against SCs","A&N Islands","2001",0
"Other Crimes Against SCs","Andhra Pradesh","2001",1006
"Other Crimes Against SCs","Arunachal Pradesh","2001",0
"Other Crimes Against SCs","Assam","2001",0
"Other Crimes Against SCs","Bihar","2001",240
"Other Crimes Against SCs","Chandigarh","2001",0
"Other Crimes Against SCs","Chhattisgarh","2001",166
"Other Crimes Against SCs","D&N Haveli","2001",0
"Other Crimes Against SCs","Daman & Diu","2001",0
"Other Crimes Against SCs","Delhi UT","2001",0
"Other Crimes Against SCs","Goa","2001",0
"Other Crimes Against SCs","Gujarat","2001",500
"Other Crimes Against SCs","Haryana","2001",67
"Other Crimes Against SCs","Himachal Pradesh","2001",56
"Other Crimes Against SCs","Jammu & Kashmir","2001",3
"Other Crimes Against SCs","Jharkhand","2001",62
"Other Crimes Against SCs","Karnataka","2001",316
"Other Crimes Against SCs","Kerala","2001",127
"Other Crimes Against SCs","Lakshadweep","2001",0
"Other Crimes Against SCs","Madhya Pradesh","2001",2645
"Other Crimes Against SCs","Maharashtra","2001",288
"Other Crimes Against SCs","Manipur","2001",0
"Other Crimes Against SCs","Meghalaya","2001",0
"Other Crimes Against SCs","Mizoram","2001",0
"Other Crimes Against SCs","Nagaland","2001",0
"Other Crimes Against SCs","Odisha","2001",620
"Other Crimes Against SCs","Puducherry","2001",0
"Other Crimes Against SCs","Punjab","2001",51
"Other Crimes Against SCs","Rajasthan","2001",1219
"Other Crimes Against SCs","Sikkim","2001",0
"Other Crimes Against SCs","Tamil Nadu","2001",1105
"Other Crimes Against SCs","Tripura","2001",1
"Other Crimes Against SCs","Uttar Pradesh","2001",3683
"Other Crimes Against SCs","Uttarakhand","2001",45
"Other Crimes Against SCs","West Bengal","2001",1
"Protection of Civil Rights Act","A&N Islands","2001",0
"Protection of Civil Rights Act","Andhra Pradesh","2001",312
"Protection of Civil Rights Act","Arunachal Pradesh","2001",0
"Protection of Civil Rights Act","Assam","2001",0
"Protection of Civil Rights Act","Bihar","2001",81
"Protection of Civil Rights Act","Chandigarh","2001",0
"Protection of Civil Rights Act","Chhattisgarh","2001",1
"Protection of Civil Rights Act","D&N Haveli","2001",0
"Protection of Civil Rights Act","Daman & Diu","2001",0
"Protection of Civil Rights Act","Delhi UT","2001",2
"Protection of Civil Rights Act","Goa","2001",0
"Protection of Civil Rights Act","Gujarat","2001",16
"Protection of Civil Rights Act","Haryana","2001",1
"Protection of Civil Rights Act","Himachal Pradesh","2001",4
"Protection of Civil Rights Act","Jammu & Kashmir","2001",0
"Protection of Civil Rights Act","Jharkhand","2001",0
"Protection of Civil Rights Act","Karnataka","2001",94
"Protection of Civil Rights Act","Kerala","2001",0
"Protection of Civil Rights Act","Lakshadweep","2001",0
"Protection of Civil Rights Act","Madhya Pradesh","2001",1
"Protection of Civil Rights Act","Maharashtra","2001",61
"Protection of Civil Rights Act","Manipur","2001",0
"Protection of Civil Rights Act","Meghalaya","2001",0
"Protection of Civil Rights Act","Mizoram","2001",0
"Protection of Civil Rights Act","Nagaland","2001",0
"Protection of Civil Rights Act","Odisha","2001",12
"Protection of Civil Rights Act","Puducherry","2001",13
"Protection of Civil Rights Act","Punjab","2001",1
"Protection of Civil Rights Act","Rajasthan","2001",0
"Protection of Civil Rights Act","Sikkim","2001",0
"Protection of Civil Rights Act","Tamil Nadu","2001",22
"Protection of Civil Rights Act","Tripura","2001",0
"Protection of Civil Rights Act","Uttar Pradesh","2001",12
"Protection of Civil Rights Act","Uttarakhand","2001",0
"Protection of Civil Rights Act","West Bengal","2001",0
"Rape","A&N Islands","2001",0
"Rape","Andhra Pradesh","2001",69
"Rape","Arunachal Pradesh","2001",0
"Rape","Assam","2001",0
"Rape","Bihar","2001",35
"Rape","Chandigarh","2001",1
"Rape","Chhattisgarh","2001",52
"Rape","D&N Haveli","2001",0
"Rape","Daman & Diu","2001",0
"Rape","Delhi UT","2001",0
"Rape","Goa","2001",0
"Rape","Gujarat","2001",15
"Rape","Haryana","2001",25
"Rape","Himachal Pradesh","2001",7
"Rape","Jammu & Kashmir","2001",1
"Rape","Jharkhand","2001",11
"Rape","Karnataka","2001",20
"Rape","Kerala","2001",75
"Rape","Lakshadweep","2001",0
"Rape","Madhya Pradesh","2001",305
"Rape","Maharashtra","2001",51
"Rape","Manipur","2001",0
"Rape","Meghalaya","2001",0
"Rape","Mizoram","2001",0
"Rape","Nagaland","2001",0
"Rape","Odisha","2001",44
"Rape","Puducherry","2001",0
"Rape","Punjab","2001",10
"Rape","Rajasthan","2001",151
"Rape","Sikkim","2001",0
"Rape","Tamil Nadu","2001",27
"Rape","Tripura","2001",0
"Rape","Uttar Pradesh","2001",412
"Rape","Uttarakhand","2001",2
"Rape","West Bengal","2001",3
"Robbery","A&N Islands","2001",0
"Robbery","Andhra Pradesh","2001",2
"Robbery","Arunachal Pradesh","2001",0
"Robbery","Assam","2001",1
"Robbery","Bihar","2001",1
"Robbery","Chandigarh","2001",0
"Robbery","Chhattisgarh","2001",1
"Robbery","D&N Haveli","2001",0
"Robbery","Daman & Diu","2001",0
"Robbery","Delhi UT","2001",0
"Robbery","Goa","2001",0
"Robbery","Gujarat","2001",17
"Robbery","Haryana","2001",0
"Robbery","Himachal Pradesh","2001",0
"Robbery","Jammu & Kashmir","2001",0
"Robbery","Jharkhand","2001",0
"Robbery","Karnataka","2001",3
"Robbery","Kerala","2001",0
"Robbery","Lakshadweep","2001",0
"Robbery","Madhya Pradesh","2001",9
"Robbery","Maharashtra","2001",3
"Robbery","Manipur","2001",0
"Robbery","Meghalaya","2001",0
"Robbery","Mizoram","2001",1
"Robbery","Nagaland","2001",0
"Robbery","Odisha","2001",4
"Robbery","Puducherry","2001",0
"Robbery","Punjab","2001",0
"Robbery","Rajasthan","2001",5
"Robbery","Sikkim","2001",2
"Robbery","Tamil Nadu","2001",1
"Robbery","Tripura","2001",0
"Robbery","Uttar Pradesh","2001",83
"Robbery","Uttarakhand","2001",0
"Robbery","West Bengal","2001",0
"SC/ST (POA) Act","A&N Islands","2001",0
"SC/ST (POA) Act","Andhra Pradesh","2001",950
"SC/ST (POA) Act","Arunachal Pradesh","2001",0
"SC/ST (POA) Act","Assam","2001",0
"SC/ST (POA) Act","Bihar","2001",513
"SC/ST (POA) Act","Chandigarh","2001",2
"SC/ST (POA) Act","Chhattisgarh","2001",164
"SC/ST (POA) Act","D&N Haveli","2001",0
"SC/ST (POA) Act","Daman & Diu","2001",0
"SC/ST (POA) Act","Delhi UT","2001",17
"SC/ST (POA) Act","Goa","2001",1
"SC/ST (POA) Act","Gujarat","2001",356
"SC/ST (POA) Act","Haryana","2001",33
"SC/ST (POA) Act","Himachal Pradesh","2001",41
"SC/ST (POA) Act","Jammu & Kashmir","2001",0
"SC/ST (POA) Act","Jharkhand","2001",35
"SC/ST (POA) Act","Karnataka","2001",983
"SC/ST (POA) Act","Kerala","2001",121
"SC/ST (POA) Act","Lakshadweep","2001",0
"SC/ST (POA) Act","Madhya Pradesh","2001",435
"SC/ST (POA) Act","Maharashtra","2001",146
"SC/ST (POA) Act","Manipur","2001",0
"SC/ST (POA) Act","Meghalaya","2001",0
"SC/ST (POA) Act","Mizoram","2001",0
"SC/ST (POA) Act","Nagaland","2001",0
"SC/ST (POA) Act","Odisha","2001",645
"SC/ST (POA) Act","Puducherry","2001",0
"SC/ST (POA) Act","Punjab","2001",49
"SC/ST (POA) Act","Rajasthan","2001",2965
"SC/ST (POA) Act","Sikkim","2001",0
"SC/ST (POA) Act","Tamil Nadu","2001",682
"SC/ST (POA) Act","Tripura","2001",1
"SC/ST (POA) Act","Uttar Pradesh","2001",4885
"SC/ST (POA) Act","Uttarakhand","2001",84
"SC/ST (POA) Act","West Bengal","2001",5
"Total Crimes against SCs","A&N Islands","2001",0
"Total Crimes against SCs","Andhra Pradesh","2001",2933
"Total Crimes against SCs","Arunachal Pradesh","2001",0
"Total Crimes against SCs","Assam","2001",6
"Total Crimes against SCs","Bihar","2001",1303
"Total Crimes against SCs","Chandigarh","2001",3
"Total Crimes against SCs","Chhattisgarh","2001",501
"Total Crimes against SCs","D&N Haveli","2001",0
"Total Crimes against SCs","Daman & Diu","2001",0
"Total Crimes against SCs","Delhi UT","2001",19
"Total Crimes against SCs","Goa","2001",1
"Total Crimes against SCs","Gujarat","2001",1242
"Total Crimes against SCs","Haryana","2001",229
"Total Crimes against SCs","Himachal Pradesh","2001",110
"Total Crimes against SCs","Jammu & Kashmir","2001",10
"Total Crimes against SCs","Jharkhand","2001",158
"Total Crimes against SCs","Karnataka","2001",1621
"Total Crimes against SCs","Kerala","2001",499
"Total Crimes against SCs","Lakshadweep","2001",0
"Total Crimes against SCs","Madhya Pradesh","2001",4212
"Total Crimes against SCs","Maharashtra","2001",625
"Total Crimes against SCs","Manipur","2001",0
"Total Crimes against SCs","Meghalaya","2001",0
"Total Crimes against SCs","Mizoram","2001",1
"Total Crimes against SCs","Nagaland","2001",1
"Total Crimes against SCs","Odisha","2001",1734
"Total Crimes against SCs","Puducherry","2001",13
"Total Crimes against SCs","Punjab","2001",134
"Total Crimes against SCs","Rajasthan","2001",4892
"Total Crimes against SCs","Sikkim","2001",6
"Total Crimes against SCs","Tamil Nadu","2001",2336
"Total Crimes against SCs","Tripura","2001",2
"Total Crimes against SCs","Uttar Pradesh","2001",10732
"Total Crimes against SCs","Uttarakhand","2001",168
"Total Crimes against SCs","West Bengal","2001",10
"Arson","A&N Islands","2002",0
"Arson","Andhra Pradesh","2002",12
"Arson","Arunachal Pradesh","2002",0
"Arson","Assam","2002",2
"Arson","Bihar","2002",8
"Arson","Chandigarh","2002",0
"Arson","Chhattisgarh","2002",5
"Arson","D&N Haveli","2002",0
"Arson","Daman & Diu","2002",0
"Arson","Delhi UT","2002",0
"Arson","Goa","2002",0
"Arson","Gujarat","2002",13
"Arson","Haryana","2002",4
"Arson","Himachal Pradesh","2002",1
"Arson","Jammu & Kashmir","2002",1
"Arson","Jharkhand","2002",2
"Arson","Karnataka","2002",2
"Arson","Kerala","2002",4
"Arson","Lakshadweep","2002",0
"Arson","Madhya Pradesh","2002",62
"Arson","Maharashtra","2002",7
"Arson","Manipur","2002",0
"Arson","Meghalaya","2002",0
"Arson","Mizoram","2002",0
"Arson","Nagaland","2002",0
"Arson","Odisha","2002",10
"Arson","Puducherry","2002",0
"Arson","Punjab","2002",0
"Arson","Rajasthan","2002",76
"Arson","Sikkim","2002",0
"Arson","Tamil Nadu","2002",10
"Arson","Tripura","2002",0
"Arson","Uttar Pradesh","2002",103
"Arson","Uttarakhand","2002",0
"Arson","West Bengal","2002",0
"Dacoity","A&N Islands","2002",0
"Dacoity","Andhra Pradesh","2002",0
"Dacoity","Arunachal Pradesh","2002",0
"Dacoity","Assam","2002",0
"Dacoity","Bihar","2002",3
"Dacoity","Chandigarh","2002",0
"Dacoity","Chhattisgarh","2002",1
"Dacoity","D&N Haveli","2002",0
"Dacoity","Daman & Diu","2002",0
"Dacoity","Delhi UT","2002",0
"Dacoity","Goa","2002",0
"Dacoity","Gujarat","2002",11
"Dacoity","Haryana","2002",0
"Dacoity","Himachal Pradesh","2002",0
"Dacoity","Jammu & Kashmir","2002",0
"Dacoity","Jharkhand","2002",2
"Dacoity","Karnataka","2002",3
"Dacoity","Kerala","2002",0
"Dacoity","Lakshadweep","2002",0
"Dacoity","Madhya Pradesh","2002",0
"Dacoity","Maharashtra","2002",2
"Dacoity","Manipur","2002",0
"Dacoity","Meghalaya","2002",0
"Dacoity","Mizoram","2002",0
"Dacoity","Nagaland","2002",0
"Dacoity","Odisha","2002",2
"Dacoity","Puducherry","2002",0
"Dacoity","Punjab","2002",0
"Dacoity","Rajasthan","2002",1
"Dacoity","Sikkim","2002",0
"Dacoity","Tamil Nadu","2002",0
"Dacoity","Tripura","2002",0
"Dacoity","Uttar Pradesh","2002",4
"Dacoity","Uttarakhand","2002",0
"Dacoity","West Bengal","2002",0
"Hurt","A&N Islands","2002",0
"Hurt","Andhra Pradesh","2002",568
"Hurt","Arunachal Pradesh","2002",0
"Hurt","Assam","2002",14
"Hurt","Bihar","2002",360
"Hurt","Chandigarh","2002",0
"Hurt","Chhattisgarh","2002",72
"Hurt","D&N Haveli","2002",0
"Hurt","Daman & Diu","2002",0
"Hurt","Delhi UT","2002",0
"Hurt","Goa","2002",0
"Hurt","Gujarat","2002",340
"Hurt","Haryana","2002",61
"Hurt","Himachal Pradesh","2002",3
"Hurt","Jammu & Kashmir","2002",2
"Hurt","Jharkhand","2002",24
"Hurt","Karnataka","2002",132
"Hurt","Kerala","2002",162
"Hurt","Lakshadweep","2002",0
"Hurt","Madhya Pradesh","2002",1252
"Hurt","Maharashtra","2002",42
"Hurt","Manipur","2002",0
"Hurt","Meghalaya","2002",0
"Hurt","Mizoram","2002",0
"Hurt","Nagaland","2002",0
"Hurt","Odisha","2002",267
"Hurt","Puducherry","2002",0
"Hurt","Punjab","2002",6
"Hurt","Rajasthan","2002",361
"Hurt","Sikkim","2002",0
"Hurt","Tamil Nadu","2002",251
"Hurt","Tripura","2002",0
"Hurt","Uttar Pradesh","2002",567
"Hurt","Uttarakhand","2002",7
"Hurt","West Bengal","2002",0
"Kidnapping & Abduction","A&N Islands","2002",0
"Kidnapping & Abduction","Andhra Pradesh","2002",18
"Kidnapping & Abduction","Arunachal Pradesh","2002",0
"Kidnapping & Abduction","Assam","2002",4
"Kidnapping & Abduction","Bihar","2002",1
"Kidnapping & Abduction","Chandigarh","2002",0
"Kidnapping & Abduction","Chhattisgarh","2002",10
"Kidnapping & Abduction","D&N Haveli","2002",0
"Kidnapping & Abduction","Daman & Diu","2002",0
"Kidnapping & Abduction","Delhi UT","2002",0
"Kidnapping & Abduction","Goa","2002",0
"Kidnapping & Abduction","Gujarat","2002",27
"Kidnapping & Abduction","Haryana","2002",16
"Kidnapping & Abduction","Himachal Pradesh","2002",1
"Kidnapping & Abduction","Jammu & Kashmir","2002",0
"Kidnapping & Abduction","Jharkhand","2002",3
"Kidnapping & Abduction","Karnataka","2002",3
"Kidnapping & Abduction","Kerala","2002",2
"Kidnapping & Abduction","Lakshadweep","2002",0
"Kidnapping & Abduction","Madhya Pradesh","2002",49
"Kidnapping & Abduction","Maharashtra","2002",10
"Kidnapping & Abduction","Manipur","2002",0
"Kidnapping & Abduction","Meghalaya","2002",0
"Kidnapping & Abduction","Mizoram","2002",1
"Kidnapping & Abduction","Nagaland","2002",0
"Kidnapping & Abduction","Odisha","2002",6
"Kidnapping & Abduction","Puducherry","2002",0
"Kidnapping & Abduction","Punjab","2002",1
"Kidnapping & Abduction","Rajasthan","2002",27
"Kidnapping & Abduction","Sikkim","2002",0
"Kidnapping & Abduction","Tamil Nadu","2002",10
"Kidnapping & Abduction","Tripura","2002",0
"Kidnapping & Abduction","Uttar Pradesh","2002",130
"Kidnapping & Abduction","Uttarakhand","2002",0
"Kidnapping & Abduction","West Bengal","2002",0
"Murder","A&N Islands","2002",0
"Murder","Andhra Pradesh","2002",60
"Murder","Arunachal Pradesh","2002",0
"Murder","Assam","2002",3
"Murder","Bihar","2002",33
"Murder","Chandigarh","2002",0
"Murder","Chhattisgarh","2002",11
"Murder","D&N Haveli","2002",0
"Murder","Daman & Diu","2002",0
"Murder","Delhi UT","2002",0
"Murder","Goa","2002",0
"Murder","Gujarat","2002",34
"Murder","Haryana","2002",12
"Murder","Himachal Pradesh","2002",2
"Murder","Jammu & Kashmir","2002",1
"Murder","Jharkhand","2002",1
"Murder","Karnataka","2002",19
"Murder","Kerala","2002",2
"Murder","Lakshadweep","2002",0
"Murder","Madhya Pradesh","2002",79
"Murder","Maharashtra","2002",12
"Murder","Manipur","2002",0
"Murder","Meghalaya","2002",0
"Murder","Mizoram","2002",0
"Murder","Nagaland","2002",3
"Murder","Odisha","2002",11
"Murder","Puducherry","2002",0
"Murder","Punjab","2002",3
"Murder","Rajasthan","2002",44
"Murder","Sikkim","2002",0
"Murder","Tamil Nadu","2002",34
"Murder","Tripura","2002",0
"Murder","Uttar Pradesh","2002",371
"Murder","Uttarakhand","2002",4
"Murder","West Bengal","2002",0
"Other Crimes Against SCs","A&N Islands","2002",0
"Other Crimes Against SCs","Andhra Pradesh","2002",1336
"Other Crimes Against SCs","Arunachal Pradesh","2002",0
"Other Crimes Against SCs","Assam","2002",22
"Other Crimes Against SCs","Bihar","2002",306
"Other Crimes Against SCs","Chandigarh","2002",0
"Other Crimes Against SCs","Chhattisgarh","2002",181
"Other Crimes Against SCs","D&N Haveli","2002",0
"Other Crimes Against SCs","Daman & Diu","2002",0
"Other Crimes Against SCs","Delhi UT","2002",0
"Other Crimes Against SCs","Goa","2002",1
"Other Crimes Against SCs","Gujarat","2002",566
"Other Crimes Against SCs","Haryana","2002",91
"Other Crimes Against SCs","Himachal Pradesh","2002",36
"Other Crimes Against SCs","Jammu & Kashmir","2002",5
"Other Crimes Against SCs","Jharkhand","2002",31
"Other Crimes Against SCs","Karnataka","2002",405
"Other Crimes Against SCs","Kerala","2002",77
"Other Crimes Against SCs","Lakshadweep","2002",0
"Other Crimes Against SCs","Madhya Pradesh","2002",4771
"Other Crimes Against SCs","Maharashtra","2002",283
"Other Crimes Against SCs","Manipur","2002",0
"Other Crimes Against SCs","Meghalaya","2002",0
"Other Crimes Against SCs","Mizoram","2002",0
"Other Crimes Against SCs","Nagaland","2002",11
"Other Crimes Against SCs","Odisha","2002",386
"Other Crimes Against SCs","Puducherry","2002",0
"Other Crimes Against SCs","Punjab","2002",54
"Other Crimes Against SCs","Rajasthan","2002",1513
"Other Crimes Against SCs","Sikkim","2002",0
"Other Crimes Against SCs","Tamil Nadu","2002",993
"Other Crimes Against SCs","Tripura","2002",0
"Other Crimes Against SCs","Uttar Pradesh","2002",3314
"Other Crimes Against SCs","Uttarakhand","2002",0
"Other Crimes Against SCs","West Bengal","2002",1
"Protection of Civil Rights Act","A&N Islands","2002",0
"Protection of Civil Rights Act","Andhra Pradesh","2002",459
"Protection of Civil Rights Act","Arunachal Pradesh","2002",0
"Protection of Civil Rights Act","Assam","2002",0
"Protection of Civil Rights Act","Bihar","2002",113
"Protection of Civil Rights Act","Chandigarh","2002",0
"Protection of Civil Rights Act","Chhattisgarh","2002",22
"Protection of Civil Rights Act","D&N Haveli","2002",0
"Protection of Civil Rights Act","Daman & Diu","2002",0
"Protection of Civil Rights Act","Delhi UT","2002",1
"Protection of Civil Rights Act","Goa","2002",0
"Protection of Civil Rights Act","Gujarat","2002",6
"Protection of Civil Rights Act","Haryana","2002",0
"Protection of Civil Rights Act","Himachal Pradesh","2002",10
"Protection of Civil Rights Act","Jammu & Kashmir","2002",0
"Protection of Civil Rights Act","Jharkhand","2002",0
"Protection of Civil Rights Act","Karnataka","2002",101
"Protection of Civil Rights Act","Kerala","2002",0
"Protection of Civil Rights Act","Lakshadweep","2002",0
"Protection of Civil Rights Act","Madhya Pradesh","2002",5
"Protection of Civil Rights Act","Maharashtra","2002",76
"Protection of Civil Rights Act","Manipur","2002",0
"Protection of Civil Rights Act","Meghalaya","2002",0
"Protection of Civil Rights Act","Mizoram","2002",0
"Protection of Civil Rights Act","Nagaland","2002",0
"Protection of Civil Rights Act","Odisha","2002",3
"Protection of Civil Rights Act","Puducherry","2002",18
"Protection of Civil Rights Act","Punjab","2002",2
"Protection of Civil Rights Act","Rajasthan","2002",1
"Protection of Civil Rights Act","Sikkim","2002",0
"Protection of Civil Rights Act","Tamil Nadu","2002",79
"Protection of Civil Rights Act","Tripura","2002",0
"Protection of Civil Rights Act","Uttar Pradesh","2002",122
"Protection of Civil Rights Act","Uttarakhand","2002",0
"Protection of Civil Rights Act","West Bengal","2002",0
"Rape","A&N Islands","2002",0
"Rape","Andhra Pradesh","2002",98
"Rape","Arunachal Pradesh","2002",0
"Rape","Assam","2002",0
"Rape","Bihar","2002",36
"Rape","Chandigarh","2002",0
"Rape","Chhattisgarh","2002",64
"Rape","D&N Haveli","2002",0
"Rape","Daman & Diu","2002",0
"Rape","Delhi UT","2002",0
"Rape","Goa","2002",0
"Rape","Gujarat","2002",17
"Rape","Haryana","2002",26
"Rape","Himachal Pradesh","2002",12
"Rape","Jammu & Kashmir","2002",4
"Rape","Jharkhand","2002",9
"Rape","Karnataka","2002",22
"Rape","Kerala","2002",48
"Rape","Lakshadweep","2002",0
"Rape","Madhya Pradesh","2002",412
"Rape","Maharashtra","2002",64
"Rape","Manipur","2002",0
"Rape","Meghalaya","2002",0
"Rape","Mizoram","2002",0
"Rape","Nagaland","2002",3
"Rape","Odisha","2002",38
"Rape","Puducherry","2002",0
"Rape","Punjab","2002",12
"Rape","Rajasthan","2002",123
"Rape","Sikkim","2002",1
"Rape","Tamil Nadu","2002",33
"Rape","Tripura","2002",0
"Rape","Uttar Pradesh","2002",305
"Rape","Uttarakhand","2002",3
"Rape","West Bengal","2002",1
"Robbery","A&N Islands","2002",0
"Robbery","Andhra Pradesh","2002",4
"Robbery","Arunachal Pradesh","2002",0
"Robbery","Assam","2002",2
"Robbery","Bihar","2002",4
